tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
0.943661971830986,0.3529999999999999,0.43441401490646003,2,0,1,0,1,0.0,0
1.0,0.7338,0.7785564869350695,0,0,1,0,0,0.375,0
0.4225352112676057,0.8497000000000001,0.3756046965686337,0,2,1,1,0,0.125,0
0.25352112676056343,0.7009000000000001,0.1964623581104546,1,3,1,0,1,0.25,0
0.02816901408450704,0.4953,0.021877675038241794,1,0,1,0,0,0.125,0
0.5492957746478874,0.341,0.24899502769553838,2,2,1,0,0,0.25,0
0.9577464788732395,0.29259999999999997,0.3924310863689633,0,2,0,0,0,0.25,1
0.16901408450704225,0.16869999999999996,0.05332131586619262,0,1,1,1,0,0.25,0
0.295774647887324,0.9004000000000001,0.2788311774291525,0,3,0,0,0,0.25,1
0.47887323943661975,0.4211,0.25013908747004826,0,0,0,0,0,0.25,0
0.2112676056338028,0.9151,0.20487729523362627,0,3,1,1,0,0.375,0
0.5070422535211268,0.18549999999999994,0.16331830762780075,0,3,1,0,0,0.25,0
0.7746478873239437,0.0746,0.1762583786408105,0,2,1,0,0,0.125,0
0.04225352112676056,0.3566,0.02350955725467467,0,2,0,0,1,0.0,1
0.5211267605633804,0.18560000000000004,0.16783995707162508,0,3,2,1,0,0.125,0
0.056338028169014086,0.43929999999999997,0.034777094181091296,0,1,1,0,1,0.0,1
0.9859154929577465,0.6917,0.7329927093774571,1,0,1,0,0,0.25,0
0.4507042253521127,0.14329999999999998,0.1292334567214383,0,0,0,0,0,0.375,1
0.7042253521126761,0.6211,0.4840336876240607,1,3,1,0,0,0.125,0
0.6056338028169015,0.4912999999999999,0.35094062620140787,2,2,0,0,0,0.0,1
0.6056338028169015,0.017100000000000004,0.10859972891010011,1,1,0,0,1,0.375,0
0.9295774647887325,0.10870000000000002,0.23787848342971696,0,3,1,1,0,0.125,1
0.6338028169014085,0.05010000000000003,0.1312741806034828,0,3,1,1,1,0.125,0
0.02816901408450704,0.9499,0.03771796661668422,1,2,1,0,1,0.125,1
0.7464788732394366,0.7910999999999999,0.6192685218631564,0,2,1,1,1,0.25,0
0.6901408450704226,0.7084999999999999,0.5252535224845494,1,0,1,0,0,0.125,0
0.46478873239436624,0.14679999999999999,0.13460298802860496,0,2,0,0,0,0.25,0
0.9154929577464789,0.9359999999999999,0.8684830696575602,0,1,1,0,1,0.375,1
0.22535211267605634,0.7797000000000001,0.19109398828529248,0,2,1,0,0,0.0,1
0.056338028169014086,0.9518000000000002,0.06454007054841694,0,1,1,0,1,0.125,0
0.4225352112676057,0.07690000000000002,0.09735077569575674,0,2,1,1,1,0.25,1
0.7323943661971831,0.5690000000000002,0.471035542510822,1,1,1,0,1,0.0,0
0.6056338028169015,0.017999999999999988,0.10905967578391323,0,2,2,1,0,0.375,0
0.36619718309859156,0.318,0.16009519506509523,2,3,0,0,0,0.25,1
0.295774647887324,0.6935,0.2259628395447455,0,0,0,1,0,0.125,0
0.4507042253521127,0.23719999999999997,0.16522429959731416,1,3,1,1,1,0.5,0
0.6619718309859155,0.3113000000000001,0.28270588139642655,1,3,2,0,1,0.125,0
0.295774647887324,0.8493999999999999,0.265799349337781,0,2,1,1,0,0.25,0
0.25352112676056343,0.5201,0.15656312828917185,0,1,0,1,0,0.0,0
0.36619718309859156,0.8526,0.32774583056997403,1,1,1,0,0,0.375,1
0.9859154929577465,0.9187000000000001,0.9201887640553841,1,0,1,1,1,0.125,0
0.46478873239436624,0.2269,0.16623478894129753,1,0,0,1,0,0.125,0
0.014084507042253521,0.014600000000000002,0.002635402668388757,2,1,0,0,1,0.25,0
0.4366197183098592,0.6399999999999999,0.309856684735455,1,2,1,1,0,0.0,0
0.295774647887324,0.8567,0.2676646894371342,1,2,0,0,1,0.375,1
0.7042253521126761,0.012899999999999995,0.12376287647987325,0,0,0,0,0,0.125,0
0.6056338028169015,0.3345000000000001,0.27080765974152377,1,2,0,0,0,0.125,0
0.35211267605633806,0.5178,0.21441538545522543,0,1,1,0,0,0.0,0
0.8873239436619719,0.49180000000000007,0.511898802395905,0,1,1,0,0,0.125,0
0.7042253521126761,0.9383000000000001,0.6719289544687439,2,1,1,0,0,0.0,0
0.8309859154929577,0.31039999999999995,0.3533425709868764,2,1,1,1,1,0.375,1
0.09859154929577466,0.31659999999999994,0.04565205018996037,0,0,1,0,0,0.25,0
0.8732394366197184,0.0796,0.2022430540472421,2,2,1,1,0,0.125,0
0.6619718309859155,0.5475000000000001,0.4143900651475256,0,2,2,0,0,0.5,1
0.04225352112676056,0.4382,0.027300634517619098,0,2,1,0,1,0.5,1
0.36619718309859156,0.8311,0.32100342753339545,0,3,0,1,1,0.25,1
0.8591549295774649,0.3511,0.3945078161931498,2,1,1,0,0,0.25,0
0.2112676056338028,0.21009999999999995,0.07386212511716449,0,3,0,0,0,0.0,0
0.4084507042253521,0.2495,0.15427617022215664,0,0,1,1,1,0.375,0
0.8873239436619719,0.619,0.6064527294246367,1,0,1,1,1,0.125,0
0.35211267605633806,0.9895,0.3568618614607494,2,1,0,0,0,0.375,1
0.8028169014084507,0.9207000000000001,0.7526205937728303,0,1,0,0,0,0.25,1
0.9154929577464789,0.3573,0.42486430986481505,0,3,1,0,1,0.25,1
1.0,0.5968,0.6639879020034403,0,0,0,0,1,0.5,1
0.295774647887324,0.8841000000000001,0.27466610296073374,2,1,1,0,1,0.125,0
0.15492957746478872,0.34590000000000004,0.07373668506067001,1,3,1,0,1,0.0,0
0.323943661971831,0.3007,0.1372232914309342,0,3,1,1,0,0.25,0
0.4084507042253521,0.32139999999999996,0.17932933706091622,0,2,0,0,1,0.0,0
0.14084507042253522,0.3815,0.07194451832760528,0,3,1,0,0,0.0,0
0.28169014084507044,0.45980000000000004,0.15858294549513394,1,3,1,1,1,0.0,0
0.5070422535211268,0.3785,0.24625973757475583,0,2,0,0,0,0.5,1
0.014084507042253521,0.9269000000000001,0.023827803323929198,0,2,1,1,0,0.5,1
0.28169014084507044,0.6596,0.20731640744324126,0,0,1,0,0,0.125,1
0.619718309859155,0.013500000000000012,0.1092397054946229,2,1,1,0,1,0.125,0
0.619718309859155,0.6459999999999999,0.43982652104779607,0,3,2,1,0,0.25,0
0.943661971830986,0.462,0.520503061085823,0,2,1,0,0,0.0,0
0.2112676056338028,0.6276000000000002,0.15144912302301244,2,2,1,0,0,0.125,1
0.14084507042253522,0.8479000000000001,0.13153319109050382,1,0,1,0,0,0.125,0
0.35211267605633806,0.5076,0.2113351351790831,1,1,0,0,1,0.25,0
0.6338028169014085,0.37409999999999993,0.3043814585658717,1,2,0,0,0,0.125,0
0.8732394366197184,0.8608,0.7738733914926088,0,1,1,0,0,0.0,0
0.8873239436619719,0.0373,0.17404691690409294,0,2,1,1,1,0.125,0
0.5915492957746479,0.41840000000000005,0.3065023247062321,2,1,0,0,1,0.25,0
0.7323943661971831,0.6729,0.5349948720569497,0,3,1,1,0,0.125,0
0.7042253521126761,0.9551000000000001,0.681880532283973,0,0,2,0,0,0.0,1
0.19718309859154928,0.9410000000000001,0.19643796698835844,0,2,2,0,0,0.5,1
0.647887323943662,0.5212000000000001,0.39135090810470524,1,0,1,0,0,0.25,0
0.4084507042253521,0.09850000000000003,0.10166103541474779,0,1,1,0,1,0.125,0
0.49295774647887325,0.9510000000000001,0.47892200532191054,0,0,1,1,1,0.0,0
0.46478873239436624,0.12069999999999997,0.12429599671997482,0,3,0,0,0,0.375,1
0.8591549295774649,0.2111,0.2936911781957306,0,1,0,0,0,0.25,0
0.7887323943661972,0.8076000000000001,0.6647266045583522,0,2,1,0,0,0.0,0
0.25352112676056343,0.254,0.09783975961968433,0,1,0,0,0,0.25,0
0.9577464788732395,0.19569999999999999,0.31477323806083607,2,2,0,0,1,0.25,0
0.014084507042253521,0.5510999999999999,0.015098104577516726,1,3,0,0,0,0.0,0
0.323943661971831,0.9837,0.32761342162145207,0,1,0,0,0,0.0,1
0.8732394366197184,0.07899999999999996,0.2018040138495114,0,3,0,1,1,0.0,0
0.9295774647887325,0.35459999999999997,0.4292361281300488,0,1,0,0,1,0.25,0
0.28169014084507044,0.6540999999999999,0.205974895727953,0,3,1,0,1,0.0,1
0.6901408450704226,0.8888,0.6299611251973066,0,0,0,1,0,0.125,0
0.09859154929577466,0.7145000000000001,0.08262434535970516,1,1,0,0,1,0.375,1
0.014084507042253521,0.7626000000000002,0.020011173456884045,2,3,1,1,0,0.125,0
0.8169014084507042,0.8234000000000001,0.6989601251613008,1,2,0,0,0,0.0,0
0.49295774647887325,0.42250000000000004,0.2579384391307933,0,0,0,1,0,0.25,0
0.19718309859154928,0.8146,0.17441626818154893,0,2,0,1,0,0.0,0
0.7183098591549296,0.36110000000000003,0.3365382493446337,0,0,2,1,0,0.125,0
0.8309859154929577,0.3633,0.39020800981219994,2,0,1,0,1,0.5,0
0.04225352112676056,0.7378,0.04121983486048859,0,0,0,1,1,0.375,1
0.07042253521126761,0.7695999999999998,0.06522069900309999,0,0,1,0,0,0.125,1
0.056338028169014086,0.9548000000000001,0.06471429284910374,2,3,1,0,1,0.25,1
0.619718309859155,0.6679000000000002,0.45127292620291787,2,3,1,0,1,0.125,0
0.36619718309859156,0.6283000000000001,0.25740531889069174,1,1,1,1,0,0.0,0
0.5352112676056339,0.5876999999999999,0.35446107815728556,0,0,2,0,0,0.25,0
0.11267605633802817,0.8775000000000002,0.11028503929874361,0,0,1,1,0,0.375,1
0.23943661971830985,0.5503,0.15451311255109068,0,0,1,0,0,0.125,0
0.3098591549295775,0.7199,0.24339319998745595,0,3,1,0,0,0.25,1
0.08450704225352114,0.6756,0.06883987692936679,1,1,1,1,0,0.5,0
0.4225352112676057,0.185,0.13627319915118893,2,1,1,0,0,0.125,0
0.18309859154929578,0.06269999999999998,0.04036730706912792,1,3,0,1,1,0.125,0
0.056338028169014086,0.11699999999999999,0.016059811677307776,1,3,1,1,1,0.125,1
0.49295774647887325,0.22369999999999995,0.17481349502711477,0,1,1,0,0,0.125,0
0.8591549295774649,0.26990000000000003,0.33603416615464665,0,1,1,0,0,0.375,1
0.8309859154929577,0.9825000000000002,0.8217218041532273,0,0,0,1,1,0.0,0
0.647887323943662,0.18939999999999996,0.2102224354186968,0,0,0,0,0,0.25,1
0.49295774647887325,0.9638,0.4842741143990085,0,2,1,0,0,0.125,1
0.22535211267605634,0.9555,0.22580603947412736,1,2,0,1,0,0.25,0
0.3802816901408451,0.6923999999999999,0.287872153352792,0,3,1,1,0,0.125,0
0.4225352112676057,0.7235,0.33016519758551116,1,2,0,0,0,0.0,0
0.7887323943661972,0.44239999999999996,0.4229478645572604,0,2,1,1,0,0.25,0
0.15492957746478872,0.24569999999999997,0.05977102543761738,1,2,0,1,0,0.25,0
1.0,0.3586,0.46478909229019855,0,0,2,1,1,0.125,0
0.4366197183098592,0.6613,0.3177733460786625,0,1,0,0,0,0.625,1
0.36619718309859156,0.998,0.3733432911057192,2,1,0,1,0,0.125,0
1.0,0.1276,0.2716114052886921,1,0,0,0,0,0.125,1
0.09859154929577466,0.447,0.05776863046172394,1,1,0,0,0,0.25,0
0.15492957746478872,0.2561,0.06122055497933143,1,1,2,0,1,0.25,0
0.5211267605633804,0.9857,0.5209746227796819,0,3,0,0,1,0.5,1
0.23943661971830985,0.333,0.1090829054240048,1,3,0,0,0,0.5,0
0.619718309859155,0.336,0.27779978140908673,1,0,1,0,1,0.125,0
0.1267605633802817,0.6575,0.09724740379734925,2,1,0,1,0,0.25,0
0.5915492957746479,0.5762,0.38531352464490587,0,1,0,1,1,0.375,1
0.7183098591549296,0.39630000000000004,0.3577980159564398,0,3,1,0,0,0.125,0
0.46478873239436624,0.1624,0.14076348858088966,0,1,2,1,1,0.25,0
0.4084507042253521,0.9485000000000001,0.3978389465822811,0,0,1,0,1,0.125,1
0.6338028169014085,0.7621,0.5116827667430534,1,0,1,0,1,0.125,0
0.5915492957746479,0.5928,0.39360418319358764,1,1,1,1,0,0.5,1
0.9154929577464789,0.9896,0.9095716570515313,0,0,1,0,0,0.125,1
0.0,0.681,0.007882978365074698,0,1,0,1,0,0.125,1
0.26760563380281693,0.7993999999999999,0.22980734497990052,1,0,1,0,1,0.25,0
0.295774647887324,0.26799999999999996,0.11723650909614629,0,0,1,0,1,0.125,0
0.09859154929577466,0.03699999999999998,0.019672020711547104,2,2,0,1,0,0.25,0
0.02816901408450704,0.45980000000000004,0.020640696703365623,0,3,2,0,1,0.125,1
0.6338028169014085,0.4519,0.34594857654572925,0,3,0,0,0,0.25,1
0.295774647887324,0.8403,0.2634740623646147,0,1,1,1,0,0.0,0
0.9295774647887325,0.5056,0.5467432625332619,1,3,1,1,0,0.125,0
0.4225352112676057,0.8162,0.3635427059510853,0,0,2,0,1,0.375,1
0.676056338028169,0.9133,0.631258500596421,0,0,1,0,0,0.375,1
0.5774647887323944,0.4498999999999999,0.3146861269104927,2,1,0,0,0,0.0,1
0.8873239436619719,0.8854000000000002,0.8044807652772631,1,1,2,0,1,0.125,0
0.8732394366197184,0.3072,0.3687856357197529,0,2,0,0,1,0.125,0
0.1267605633802817,0.2657,0.0517405388579612,0,0,1,0,0,0.25,0
1.0,0.11019999999999996,0.2570603587353319,0,3,1,0,0,0.125,0
0.4225352112676057,0.9124000000000001,0.3981804222916272,2,1,1,0,0,0.125,0
0.9859154929577465,0.1345,0.2734964905821231,1,3,1,0,0,0.125,0
0.5915492957746479,0.7363,0.46527343028610785,1,0,1,1,0,0.25,1
0.5070422535211268,0.4491,0.27659997049835705,1,0,2,0,1,0.0,0
0.5492957746478874,0.7030000000000001,0.41717762195851416,2,3,1,0,0,0.0,0
0.3802816901408451,0.8277000000000001,0.3318737376142462,0,3,1,0,1,0.5,1
0.0,0.0539,0.0005993247143625379,0,1,0,0,0,0.25,1
0.36619718309859156,0.7268000000000001,0.2882949328024586,2,0,0,1,1,0.0,0
0.8591549295774649,0.4983,0.5005093098590077,1,3,1,1,1,0.125,0
0.5633802816901409,0.9617,0.550860716239493,0,1,2,1,0,0.0,0
0.22535211267605634,0.5963,0.15488130234654207,0,1,1,0,0,0.0,0
0.46478873239436624,0.419,0.2420958245883417,1,3,1,0,1,0.125,0
0.5352112676056339,0.7599,0.4324638866207726,1,3,1,1,1,0.25,0
0.9577464788732395,0.49879999999999997,0.557684423016392,0,0,1,0,0,0.125,0
0.11267605633802817,0.1931,0.03874239374472251,1,2,0,1,1,0.25,0
0.6338028169014085,0.9161000000000001,0.5939621519473988,2,2,0,1,0,0.0,0
0.47887323943661975,0.11930000000000002,0.12745174332641476,0,2,1,1,0,0.0,0
0.11267605633802817,0.3737,0.05762112224714246,0,0,2,1,0,0.25,0
0.7464788732394366,0.2792,0.29820469726552284,0,1,1,1,0,0.25,0
0.46478873239436624,0.17609999999999998,0.1461736717582166,0,2,1,1,0,0.125,0
0.014084507042253521,0.8847,0.02284751251206489,0,2,1,1,0,0.125,1
0.619718309859155,0.9633,0.6056687290715461,0,3,1,1,0,0.375,1
0.619718309859155,0.9288000000000001,0.5876367209504639,1,0,0,0,0,0.375,1
0.11267605633802817,0.5229999999999999,0.0732279559426646,0,0,0,0,0,0.25,0
0.1267605633802817,0.22149999999999997,0.046606788397723954,1,2,0,0,0,0.125,0
0.07042253521126761,0.9316,0.07651030408760362,0,3,0,0,1,0.375,1
0.19718309859154928,0.6041000000000001,0.13774247388698083,0,1,0,0,0,0.125,1
0.7887323943661972,0.6692,0.5730996121811586,2,1,1,1,0,0.125,0
0.5492957746478874,0.2575,0.2102015287426144,2,0,1,0,0,0.125,1
0.02816901408450704,0.44060000000000005,0.019971683068728374,0,2,1,0,0,0.0,1
0.9014084507042254,0.12340000000000001,0.24180545408719706,0,1,0,0,0,0.25,1
0.7464788732394366,0.6956,0.55937089488704,0,1,1,0,0,0.0,1
0.35211267605633806,0.3418999999999999,0.1612961674578295,2,2,1,0,1,0.0,0
0.4507042253521127,0.639,0.319229844512404,1,0,1,0,1,0.125,0
0.25352112676056343,0.9995,0.26235787815821476,0,3,1,0,1,0.375,1
0.16901408450704225,0.24560000000000004,0.0649326514659645,0,1,0,0,0,0.0,0
0.8732394366197184,0.19319999999999998,0.2853679981509206,0,1,1,0,1,0.125,0
0.5492957746478874,0.9627000000000001,0.5378323725941352,1,1,1,0,0,0.25,0
0.8591549295774649,0.8563000000000001,0.7583118555952653,1,2,2,0,1,0.25,0
0.14084507042253522,0.07519999999999999,0.032810705147339796,0,2,1,0,0,0.0,1
0.619718309859155,0.11430000000000001,0.16192452922230646,0,1,1,0,1,0.375,1
0.6619718309859155,0.3524,0.30561959838275243,0,1,0,0,1,0.375,0
0.19718309859154928,0.13479999999999998,0.055979948174672944,1,2,0,1,0,0.0,0
0.5774647887323944,0.7135,0.44327612260139443,1,0,1,0,1,0.125,0
0.943661971830986,0.6163000000000001,0.6423703989342241,0,3,1,0,1,0.125,0
0.971830985915493,0.7734999999999999,0.7891422339247985,0,1,1,1,0,0.125,0
0.7183098591549296,0.6514,0.5118709268277951,1,3,1,0,0,0.25,0
0.19718309859154928,0.40609999999999996,0.10324645835099752,0,0,1,1,1,0.25,1
0.7746478873239437,0.060199999999999976,0.16689218775588896,0,0,1,0,0,0.375,1
0.23943661971830985,0.3352,0.10954285229781792,2,1,1,0,0,0.25,0
0.18309859154929578,0.2158,0.06526251235526481,1,0,2,0,0,0.25,0
0.36619718309859156,0.6784000000000001,0.2731166859666259,0,1,0,0,0,0.125,0
0.28169014084507044,0.7297,0.22441458403264225,2,2,1,0,1,0.125,0
0.08450704225352114,0.39299999999999996,0.04586343991479368,0,2,0,0,1,0.0,0
0.8873239436619719,0.32639999999999997,0.3889489633192368,2,2,0,0,0,0.0,0
0.18309859154929578,0.2279,0.06723006287102089,0,0,0,1,0,0.0,0
0.08450704225352114,0.9658,0.09243422237037568,0,3,1,0,0,0.125,1
0.9577464788732395,0.4198,0.49437203894681453,0,0,0,0,0,0.0,0
0.5633802816901409,0.7973000000000001,0.47257218320287947,0,2,1,0,1,0.375,0
0.9154929577464789,0.5115000000000001,0.5430706564347845,0,1,0,0,1,0.125,0
0.3098591549295775,0.3612,0.14756977312772002,0,0,0,0,0,0.25,1
0.8169014084507042,0.04879999999999998,0.16814658832083385,0,1,1,0,1,0.125,0
0.7605633802816901,0.5726,0.4911988701103059,0,3,1,0,0,0.125,0
0.8591549295774649,0.5456999999999999,0.5346429430095624,0,0,2,1,1,0.125,0
0.5492957746478874,0.3461,0.25136445098487864,1,2,2,1,0,0.0,0
0.8028169014084507,0.42560000000000003,0.4190917443020596,0,2,1,0,0,0.125,0
0.4366197183098592,0.7237,0.3409658187460872,2,2,1,1,0,0.125,0
0.7323943661971831,0.9841,0.7265650679641193,0,2,1,0,1,0.625,1
0.9295774647887325,0.34590000000000004,0.42246584952536037,0,3,1,0,1,0.25,0
0.14084507042253522,0.9923000000000002,0.1499821712512297,0,2,0,1,1,0.0,0
0.943661971830986,0.06030000000000002,0.20323728264316135,1,2,0,0,0,0.0,1
0.46478873239436624,0.11149999999999999,0.12066288100965306,2,0,1,0,0,0.25,0
0.16901408450704225,0.15619999999999995,0.05143390760875246,0,1,2,1,1,0.0,1
0.46478873239436624,0.5652999999999999,0.2998702624600885,0,1,1,1,0,0.0,0
0.3802816901408451,0.41040000000000004,0.19616153427126873,2,2,0,0,0,0.375,0
0.5633802816901409,0.8779000000000001,0.5109545175261827,2,2,1,0,1,0.125,0
0.5070422535211268,0.1089,0.13039958465403514,0,1,1,0,0,0.25,1
0.16901408450704225,0.05840000000000001,0.036666825402540626,0,0,2,0,0,0.125,0
0.1267605633802817,0.6669,0.0983391968816531,0,2,1,0,0,0.25,1
0.9577464788732395,0.4651,0.5306764819639266,0,0,1,0,0,0.25,0
0.36619718309859156,0.11559999999999998,0.09662252647888599,0,2,1,1,0,0.0,0
0.323943661971831,0.5214000000000001,0.19874467024945144,2,3,1,1,0,0.0,1
0.3943661971830986,0.2988,0.1656610168310357,0,3,0,0,1,0.25,0
0.08450704225352114,0.5859000000000001,0.061546931422617995,0,2,1,0,0,0.125,0
0.619718309859155,0.42819999999999997,0.32598966977905125,0,2,1,0,0,0.125,0
0.22535211267605634,0.327,0.10170749469493093,0,1,1,1,1,0.25,0
0.9014084507042254,0.5871999999999999,0.5919574340074961,0,1,0,0,0,0.375,1
0.323943661971831,0.201,0.10943135002537836,0,3,0,1,0,0.25,0
0.4225352112676057,0.7342,0.33401783339469826,0,2,1,0,0,0.5,1
0.09859154929577466,0.3704,0.050651068737666505,1,3,1,1,0,0.125,0
0.3943661971830986,0.6657,0.2892438636001993,0,2,1,0,0,0.625,1
0.295774647887324,0.8155000000000001,0.2571370165476341,0,2,1,0,1,0.25,1
0.7887323943661972,0.07090000000000002,0.17699824267772707,1,1,0,0,0,0.375,0
0.3802816901408451,0.44439999999999996,0.20721884295485665,0,2,0,1,1,0.25,0
0.9577464788732395,0.7982,0.7976303444142587,0,1,0,0,1,0.125,1
0.11267605633802817,0.9577,0.11866861640779168,1,1,1,1,0,0.25,0
0.7042253521126761,0.9220999999999999,0.6623327901469158,2,0,0,0,1,0.125,0
0.28169014084507044,0.1603,0.0855315348171653,2,0,1,1,0,0.0,0
0.5070422535211268,0.5176000000000001,0.3060377319044007,0,0,1,1,0,0.0,0
0.295774647887324,0.16619999999999996,0.09122395812160483,1,1,0,0,0,0.375,0
0.8309859154929577,0.7501,0.6597647534347926,0,0,0,0,0,0.25,1
0.8309859154929577,0.696,0.6220630475661725,0,1,1,0,0,0.25,0
0.8169014084507042,0.33990000000000004,0.36762996112519725,1,1,1,0,0,0.0,0
0.7464788732394366,0.40240000000000004,0.3754757720661255,0,3,0,0,1,0.5,1
0.7183098591549296,0.3191,0.311171482364638,0,1,1,1,0,0.0,0
0.323943661971831,0.49099999999999994,0.1902704975440463,1,1,0,1,0,0.25,0
0.9295774647887325,0.766,0.7493847049080744,0,2,2,0,1,0.25,0
0.6619718309859155,0.1619,0.1994136838840887,0,2,1,1,0,0.0,0
0.18309859154929578,0.30029999999999996,0.07900284446942919,0,2,1,0,0,0.375,1
0.7605633802816901,0.10039999999999999,0.18955037870120758,0,0,1,0,0,0.0,0
0.5211267605633804,0.3485,0.23973801611904724,2,0,1,0,0,0.125,0
0.33802816901408456,0.2609,0.13148208588230237,2,2,0,0,0,0.125,0
0.46478873239436624,0.9832000000000001,0.4649005945626381,0,3,1,1,1,0.25,0
0.7323943661971831,0.29479999999999995,0.302242008713438,0,2,0,0,0,0.25,0
0.46478873239436624,0.0938,0.11367308230609927,0,0,0,0,1,0.125,0
0.22535211267605634,0.2574,0.0879648396167574,0,2,1,1,1,0.125,0
0.6619718309859155,0.1345,0.18413787255987146,0,0,1,0,0,0.25,0
0.0,0.508,0.005873614497153788,0,2,1,0,0,0.125,0
0.2112676056338028,0.9462000000000002,0.2106568296884092,2,1,0,1,1,0.25,0
0.7605633802816901,0.23820000000000002,0.27757909982821677,0,3,1,0,1,0.25,0
0.5070422535211268,0.2293,0.18214128499400092,0,0,2,1,0,0.0,0
0.25352112676056343,0.9198000000000002,0.24476955616288154,0,1,1,0,0,0.125,1
0.8309859154929577,0.03670000000000001,0.16260399619498495,0,3,1,0,0,0.25,0
0.14084507042253522,0.28090000000000004,0.059091558464938916,1,3,0,0,1,0.125,0
0.5352112676056339,0.9309000000000001,0.509923121506117,0,3,1,0,1,0.0,1
0.8169014084507042,0.45849999999999996,0.44890350291357756,0,1,2,0,0,0.0,1
0.16901408450704225,0.7631000000000001,0.14307135332398727,2,1,2,0,1,0.125,1
0.26760563380281693,0.3693,0.12989666294605262,1,3,0,1,1,0.125,0
0.7183098591549296,0.6361000000000001,0.5026301759993681,2,1,1,0,0,0.125,0
0.295774647887324,0.29090000000000005,0.12308805543521309,1,2,0,1,0,0.0,0
0.056338028169014086,0.07129999999999997,0.013405825296845763,2,3,0,0,0,0.125,0
0.6619718309859155,0.21380000000000005,0.22834852358214985,0,0,2,1,0,0.375,0
0.7183098591549296,0.17719999999999997,0.22546804821079502,1,2,1,1,1,0.25,0
0.04225352112676056,0.3451,0.02297527553256853,2,1,1,0,0,0.375,0
0.1267605633802817,0.9575,0.13209186393470612,0,1,2,0,0,0.125,1
0.9295774647887325,0.7494000000000001,0.7364667020531516,0,3,1,0,0,0.0,1
0.46478873239436624,0.03760000000000002,0.09147948416261212,2,2,0,1,1,0.625,0
0.8309859154929577,0.3493,0.38045156097374005,0,1,1,0,1,0.375,0
0.8450704225352113,0.15450000000000003,0.24881499798482865,0,2,1,0,0,0.375,1
0.6056338028169015,0.7270999999999999,0.47144670714044284,2,2,0,1,1,0.25,0
0.7605633802816901,0.3605,0.35570618686619376,1,3,1,0,1,0.0,1
0.1267605633802817,0.6024,0.09084763795212138,0,0,1,0,1,0.0,1
0.5774647887323944,0.9570000000000001,0.5620608872096439,1,1,1,0,0,0.375,1
0.4084507042253521,0.6817,0.304873926935813,0,2,0,1,0,0.0,0
0.943661971830986,0.14840000000000003,0.2728193465734538,0,2,1,0,0,0.375,1
0.7042253521126761,0.8556999999999999,0.6230003635438673,0,1,1,0,1,0.0,1
0.7887323943661972,0.6780999999999999,0.5789918103903856,0,2,0,1,0,0.125,0
0.9014084507042254,0.6189,0.6158897707118375,1,3,0,0,0,0.625,1
0.28169014084507044,0.7739,0.2351954599991405,0,2,1,0,0,0.125,1
0.3943661971830986,0.9770000000000001,0.3940989745275381,0,0,1,1,1,0.25,1
0.5633802816901409,0.37820000000000004,0.2729935688741406,0,2,0,1,0,0.125,0
